Age,Income,Credit_Score,Employment_Status,Previous_Loan_Default,Loan_Eligibility
18,72663,698,Employed,0,Yes
21,26170,732,Employed,0,No
25,83051,575,Employed,0,No
30,50273,614,Student,1,No
27,79522,523,Unemployed,1,No
19,75145,751,Student,1,No
34,74233,765,Employed,0,No
24,64344,681,Employed,1,No
18,83810,726,Unemployed,0,No
23,48576,551,Student,1,No
28,25597,848,Student,1,No
19,66855,565,Employed,0,No
34,82710,816,Employed,0,No
34,55893,643,Student,0,No
27,68187,760,Employed,0,Yes
21,30007,659,Unemployed,1,No
33,26737,833,Employed,0,No
22,49729,831,Student,0,No
24,72506,774,Student,0,No
28,71582,773,Employed,0,Yes
19,77397,730,Employed,1,No
35,27004,572,Unemployed,1,No
26,66813,718,Employed,1,No
26,74003,742,Employed,1,No
18,50395,716,Employed,1,No
27,22837,533,Student,0,No
22,61851,745,Unemployed,1,No
34,47303,560,Student,1,No
29,79376,582,Employed,0,No
32,50608,553,Employed,1,No
35,47312,519,Unemployed,0,No
28,68272,838,Student,0,No
25,49706,589,Student,0,No
30,68869,535,Employed,1,No
26,52432,798,Student,1,No
18,81153,606,Student,1,No
30,81727,630,Student,0,No
21,65269,823,Employed,1,No
35,57150,832,Unemployed,1,No
26,35060,717,Unemployed,1,No
18,64128,506,Unemployed,0,No
20,87321,840,Unemployed,1,No
35,29411,830,Student,0,No
25,59302,640,Employed,1,No
30,27677,802,Student,0,No
33,78949,647,Unemployed,0,No
22,73093,647,Employed,0,Yes
24,23758,577,Student,1,No
18,70393,595,Unemployed,0,No
31,69428,731,Student,0,No
30,74458,711,Student,0,No
18,38291,660,Employed,1,No
25,56422,589,Unemployed,0,No
22,37516,848,Employed,0,Yes
26,25192,537,Unemployed,1,No
31,48928,715,Student,1,No
18,32292,742,Student,0,No
28,39624,825,Student,1,No
30,35767,640,Student,0,No
23,47694,625,Student,0,No
32,59851,702,Student,1,No
27,38364,692,Unemployed,0,No
35,70296,626,Student,0,No
30,48597,534,Employed,1,No
30,63890,682,Employed,0,Yes
23,83696,850,Student,1,No
26,32147,652,Employed,0,Yes
18,48355,780,Student,0,No
23,63846,675,Unemployed,0,No
26,57820,849,Student,1,No
33,38439,592,Employed,0,No
18,59412,740,Unemployed,0,No
20,53120,684,Student,1,No
20,68993,746,Student,0,No
22,66871,547,Unemployed,1,No
32,88941,764,Student,1,No
24,28326,568,Employed,0,No
27,21830,798,Student,1,No
25,77778,753,Employed,1,No
31,32420,763,Unemployed,0,No
34,69017,757,Unemployed,0,No
21,82970,624,Unemployed,1,No
24,31050,666,Unemployed,0,No
26,49994,721,Student,1,No
23,33616,507,Student,0,No
35,79782,549,Unemployed,1,No
34,61953,716,Student,0,No
28,79525,527,Student,0,No
22,76074,796,Employed,0,Yes
25,29450,690,Student,0,No
24,21603,706,Unemployed,0,No
23,45590,527,Unemployed,1,No
28,63927,509,Employed,1,No
22,42046,647,Employed,0,Yes
21,57915,578,Unemployed,1,No
31,82966,518,Unemployed,1,No
20,53566,663,Employed,0,Yes
18,32510,705,Student,0,No
24,88066,572,Unemployed,0,No
22,56421,519,Unemployed,1,No
25,37103,594,Employed,0,No
19,68816,693,Unemployed,0,No
21,26076,538,Unemployed,0,No
26,60205,607,Unemployed,0,No
24,49861,828,Unemployed,1,No
23,87767,693,Unemployed,0,No
23,51884,806,Student,1,No
31,57133,670,Unemployed,0,No
27,44336,756,Student,1,No
27,78027,719,Unemployed,0,No
26,87108,720,Student,0,No
26,42789,527,Employed,1,No
25,77313,732,Employed,1,No
25,56271,838,Employed,1,No
23,81852,618,Student,1,No
20,63857,590,Student,1,No
29,63583,788,Unemployed,1,No
33,71129,580,Student,0,No
34,27940,817,Student,1,No
27,33792,636,Student,1,No
25,52664,707,Employed,1,No
23,57819,726,Student,1,No
31,61652,841,Unemployed,1,No
24,73440,565,Employed,1,No
25,40197,648,Unemployed,1,No
33,39757,652,Unemployed,1,No
33,30721,580,Employed,1,No
31,45757,820,Employed,0,No
28,55579,608,Employed,1,No
31,63060,756,Employed,1,No
25,23425,711,Unemployed,1,No
35,39282,651,Employed,1,No
25,30114,712,Unemployed,1,No
25,85548,542,Unemployed,1,No
34,45786,736,Unemployed,0,No
25,23030,754,Unemployed,1,No
22,69747,530,Student,0,No
18,32506,640,Employed,1,No
33,22503,784,Unemployed,1,No
26,47263,560,Unemployed,0,No
27,72197,600,Employed,1,No
32,72017,594,Student,1,No
22,41554,698,Employed,1,No
29,73144,605,Unemployed,0,No
32,38178,799,Employed,1,No
18,48210,702,Employed,1,No
34,30475,841,Unemployed,0,No
31,70235,649,Employed,1,No
20,73739,731,Employed,0,Yes
31,49385,611,Student,0,No
21,24307,553,Student,0,No
23,65862,792,Unemployed,0,No
30,52361,790,Employed,1,No
19,30656,599,Unemployed,0,No
26,55638,610,Student,1,No
33,46885,640,Employed,0,No
27,25975,788,Employed,1,No
20,28136,536,Student,1,No
24,24941,537,Student,0,No
21,72488,505,Student,0,No
18,26233,659,Employed,0,No
19,39729,771,Employed,1,No
31,35606,706,Employed,0,No
20,25184,626,Student,0,No
21,46289,632,Employed,1,No
27,54227,579,Unemployed,0,No
28,45884,538,Student,0,No
33,32604,748,Employed,0,No
24,70090,530,Unemployed,1,No
33,32960,544,Student,0,No
24,37725,550,Employed,1,No
18,37741,655,Student,0,No
23,88256,784,Employed,0,Yes
27,32060,561,Unemployed,1,No
27,61564,569,Student,0,No
24,77165,743,Employed,1,No
33,69881,650,Student,0,No
20,51305,783,Unemployed,0,No
33,59539,814,Unemployed,1,No
21,57521,586,Unemployed,0,No
21,65659,645,Unemployed,0,No
25,30800,671,Unemployed,1,No
19,73865,805,Employed,1,No
23,70926,534,Student,1,No
29,64188,585,Student,0,No
33,60879,538,Unemployed,0,No
29,57092,749,Employed,0,Yes
32,56165,766,Employed,1,No
31,71174,809,Student,0,No
19,24014,689,Unemployed,1,No
31,79168,678,Employed,1,No
24,67922,686,Employed,1,No
22,44147,729,Employed,0,Yes
32,40455,699,Student,0,No
29,73096,687,Unemployed,1,No
30,21047,743,Unemployed,0,No
20,58543,834,Student,0,No
25,20667,693,Employed,1,No
23,54167,520,Employed,1,No
21,20674,501,Employed,1,No
31,27732,844,Student,0,No
33,37770,774,Unemployed,0,No
33,73430,586,Unemployed,0,No
21,66029,837,Unemployed,0,No
25,38720,782,Unemployed,0,No
23,40319,645,Unemployed,1,No
33,62826,579,Employed,0,No
29,58949,516,Unemployed,1,No
20,25113,783,Student,1,No
21,49907,690,Unemployed,0,No
25,65485,841,Unemployed,1,No
24,61770,726,Unemployed,0,No
34,37203,503,Student,1,No
21,67105,750,Employed,0,Yes
32,88706,623,Unemployed,0,No
35,22253,537,Unemployed,1,No
21,57709,668,Unemployed,1,No
20,63636,564,Employed,0,No
26,57737,740,Employed,1,No
32,57727,821,Unemployed,0,No
23,31141,828,Employed,0,Yes
18,70531,613,Student,1,No
35,23268,844,Unemployed,1,No
35,35126,841,Unemployed,0,No
25,78278,628,Unemployed,1,No
18,61803,669,Employed,1,No
29,84616,690,Employed,1,No
18,56471,595,Employed,0,No
31,76351,790,Employed,0,No
27,67092,578,Employed,1,No
18,69448,534,Employed,0,No
30,63458,715,Student,0,No
25,79290,639,Student,1,No
19,30878,704,Student,0,No
32,74312,547,Unemployed,1,No
35,29058,653,Employed,0,No
22,66886,612,Employed,0,Yes
34,56746,599,Student,1,No
23,72136,651,Student,1,No
32,85391,592,Student,0,No
35,56960,845,Unemployed,0,No
22,52837,589,Unemployed,1,No
34,20624,516,Student,0,No
32,36517,657,Unemployed,1,No
28,52322,703,Employed,0,Yes
28,64307,661,Student,1,No
18,70354,589,Student,1,No
18,41253,642,Unemployed,1,No
32,28052,622,Unemployed,0,No
22,64294,845,Employed,1,No
29,43761,613,Unemployed,1,No
35,38258,768,Student,0,No
19,56639,510,Unemployed,1,No
30,44093,816,Employed,0,Yes
32,40700,550,Student,1,No
23,38197,567,Unemployed,1,No
20,73381,737,Employed,0,Yes
21,67078,850,Unemployed,0,No
30,70128,809,Unemployed,1,No
18,71932,613,Unemployed,1,No
19,48239,562,Unemployed,0,No
34,25918,654,Employed,1,No
18,44241,577,Unemployed,1,No
21,26389,554,Employed,0,No
25,47740,691,Employed,0,Yes
33,83860,543,Employed,0,No
18,27619,830,Unemployed,0,No
28,76398,550,Student,0,No
23,64631,692,Employed,1,No
33,28387,763,Employed,1,No
29,60514,501,Employed,1,No
22,49740,500,Student,1,No
24,37919,619,Unemployed,1,No
32,81010,773,Unemployed,1,No
28,69393,648,Student,1,No
25,78187,506,Employed,0,No
27,66234,600,Employed,0,No
20,79160,755,Student,1,No
31,64562,529,Student,0,No
33,74799,534,Unemployed,0,No
23,31343,831,Student,1,No
35,27201,708,Employed,0,No
19,40431,567,Unemployed,0,No
21,71221,744,Employed,1,No
18,70643,822,Student,1,No
24,63948,625,Unemployed,0,No
24,83739,563,Employed,1,No
22,29386,570,Student,1,No
34,68186,712,Unemployed,1,No
20,30895,646,Unemployed,1,No
24,22827,520,Unemployed,0,No
32,64125,625,Employed,0,No
25,29587,606,Unemployed,1,No
31,65164,806,Employed,1,No
30,47353,564,Student,1,No
21,84341,837,Employed,0,Yes
33,74097,675,Employed,0,No
28,47565,768,Unemployed,0,No
21,32892,640,Employed,0,Yes
30,66281,583,Employed,1,No
30,58382,594,Student,1,No
25,68339,532,Unemployed,1,No
23,56654,661,Student,0,No
25,84095,687,Employed,1,No
28,70581,814,Student,1,No
26,89328,725,Employed,1,No
31,40937,584,Student,1,No
29,35769,511,Student,1,No
22,61274,502,Student,0,No
31,62859,696,Employed,1,No
21,38742,844,Unemployed,1,No
22,78629,713,Employed,1,No
23,50332,663,Employed,0,Yes
32,48247,631,Employed,1,No
22,29561,567,Employed,0,No
27,77289,836,Student,0,No
23,39312,600,Student,1,No
32,20819,646,Student,1,No
32,37949,691,Unemployed,1,No
19,80156,512,Unemployed,0,No
34,37557,547,Student,1,No
35,38876,624,Unemployed,1,No
22,27353,790,Employed,1,No
28,28392,702,Student,1,No
32,21540,702,Unemployed,1,No
25,38431,766,Student,0,No
18,34788,534,Unemployed,0,No
18,26423,846,Employed,1,No
34,55182,564,Student,1,No
35,46678,604,Unemployed,1,No
32,69941,511,Employed,0,No
35,73145,755,Employed,0,No
24,69963,504,Student,1,No
27,76998,806,Unemployed,0,No
35,68558,714,Student,0,No
21,44614,574,Student,1,No
20,48200,691,Unemployed,0,No
20,34192,669,Student,1,No
21,82284,676,Employed,0,Yes
35,26394,610,Employed,0,No
27,53460,826,Unemployed,0,No
27,28052,639,Unemployed,0,No
29,73171,697,Employed,1,No
20,47993,669,Unemployed,0,No
26,87508,830,Unemployed,1,No
27,80041,663,Student,0,No
24,25513,819,Employed,0,No
21,72863,764,Student,1,No
27,78638,556,Student,1,No
35,54375,518,Unemployed,0,No
22,80632,836,Unemployed,1,No
34,46765,747,Employed,0,No
31,32243,554,Student,1,No
31,87811,716,Unemployed,0,No
33,70512,724,Student,0,No
24,40949,711,Unemployed,1,No
19,62054,514,Student,0,No
29,44850,630,Student,0,No
29,75310,667,Student,0,No
35,68446,626,Student,0,No
25,86739,583,Student,0,No
30,72452,837,Unemployed,0,No
32,83173,671,Employed,0,No
20,63286,776,Student,1,No
31,83553,809,Unemployed,0,No
24,20846,577,Employed,1,No
24,40655,736,Unemployed,1,No
30,76360,803,Employed,0,Yes
26,61504,535,Employed,1,No
19,41575,663,Unemployed,1,No
27,75898,554,Unemployed,0,No
35,81225,597,Unemployed,1,No
22,21045,827,Student,0,No
35,41878,747,Student,1,No
32,35198,561,Employed,1,No
22,61817,565,Employed,1,No
34,71109,601,Unemployed,0,No
18,78010,542,Unemployed,0,No
19,38554,642,Unemployed,0,No
27,58045,750,Unemployed,0,No
29,83363,839,Student,1,No
21,75993,561,Employed,1,No
21,69309,686,Employed,1,No
29,72266,706,Student,1,No
27,25333,810,Employed,1,No
34,50740,599,Student,1,No
18,22289,814,Employed,1,No
22,41165,644,Unemployed,1,No
29,45726,734,Employed,0,Yes
23,36670,545,Employed,0,No
26,51965,819,Employed,0,Yes
32,22785,685,Employed,1,No
33,51882,715,Unemployed,0,No
28,84597,827,Employed,0,Yes
20,63090,519,Employed,0,No
19,29075,703,Employed,0,No
31,21168,515,Employed,0,No
22,72602,678,Employed,0,Yes
26,81436,672,Employed,1,No
35,46647,612,Student,1,No
34,85587,605,Student,1,No
20,44496,555,Student,1,No
33,31965,629,Student,0,No
34,74154,824,Student,1,No
25,40416,511,Unemployed,0,No
33,38180,836,Student,1,No
29,39169,765,Unemployed,1,No
30,63656,635,Employed,0,Yes
33,36847,648,Unemployed,0,No
19,38513,510,Employed,1,No
19,31319,655,Employed,1,No
18,61894,544,Employed,0,No
35,64291,643,Unemployed,0,No
33,35013,705,Employed,0,No
19,45971,620,Student,1,No
24,69989,806,Employed,0,Yes
18,31719,529,Unemployed,0,No
19,88986,804,Employed,0,Yes
20,78113,766,Unemployed,0,No
27,89690,522,Unemployed,0,No
28,56527,533,Student,0,No
19,50161,525,Student,0,No
32,74677,717,Unemployed,0,No
31,71630,587,Employed,0,No
34,30793,571,Unemployed,1,No
34,28752,678,Employed,1,No
32,53611,734,Unemployed,1,No
25,29653,545,Unemployed,1,No
35,47799,845,Employed,0,No
18,76708,754,Unemployed,1,No
34,58039,571,Unemployed,0,No
27,38341,841,Student,0,No
33,73502,682,Employed,0,No
21,73154,748,Student,1,No
21,86727,753,Student,1,No
22,89569,777,Unemployed,1,No
25,76681,778,Employed,1,No
18,31505,835,Student,0,No
32,72627,588,Employed,0,No
23,75720,721,Student,1,No
34,87486,505,Employed,0,No
32,72046,543,Student,1,No
23,44544,781,Employed,0,Yes
32,58198,797,Employed,0,No
28,33916,569,Student,1,No
33,82950,738,Unemployed,1,No
28,85012,694,Student,0,No
35,44636,785,Student,0,No
28,23843,537,Employed,1,No
21,77778,555,Student,1,No
33,44703,792,Unemployed,0,No
29,71967,679,Unemployed,1,No
20,34961,657,Employed,1,No
19,27350,833,Student,0,No
18,44069,634,Student,0,No
34,78616,787,Student,1,No
32,26526,820,Unemployed,0,No
22,45713,509,Unemployed,0,No
22,64550,824,Unemployed,0,No
34,71304,820,Unemployed,1,No
26,42402,792,Unemployed,1,No
29,39560,592,Unemployed,0,No
24,73487,809,Unemployed,0,No
35,22054,696,Unemployed,0,No
18,85336,827,Unemployed,0,No
22,54298,588,Student,1,No
22,54021,793,Student,1,No
25,81547,825,Student,0,No
28,84856,547,Employed,1,No
27,71252,839,Employed,1,No
31,85016,630,Unemployed,1,No
35,84611,606,Student,1,No
26,68847,612,Student,1,No
20,56790,694,Employed,1,No
35,74897,681,Employed,0,No
26,86411,601,Student,0,No
29,76224,822,Unemployed,1,No
33,48289,722,Student,1,No
34,61050,623,Unemployed,0,No
32,81965,686,Employed,1,No
18,86570,811,Student,0,No
23,73544,812,Employed,0,Yes
26,59422,624,Employed,1,No
28,24151,682,Unemployed,1,No
28,27808,684,Employed,0,No
23,89731,637,Student,1,No
23,21073,526,Student,0,No
26,42572,808,Unemployed,0,No
32,78567,616,Employed,1,No
22,61252,638,Employed,1,No
18,51678,787,Unemployed,0,No
31,38049,671,Employed,1,No
21,66445,519,Employed,0,No
18,59308,675,Unemployed,0,No
35,32348,659,Unemployed,1,No
25,28484,571,Student,1,No
25,49333,751,Employed,1,No
24,30311,551,Unemployed,0,No
25,66215,794,Unemployed,1,No
23,72573,683,Unemployed,1,No
26,39528,782,Student,1,No
23,65081,556,Employed,0,No
34,67641,753,Unemployed,0,No
35,65887,678,Student,1,No
20,54018,823,Student,0,No
20,50428,665,Unemployed,0,No
33,59903,676,Student,1,No
25,79474,516,Student,0,No
33,44441,778,Unemployed,1,No
32,46187,626,Student,1,No
30,32513,571,Unemployed,1,No
33,69093,716,Employed,0,No
31,53728,551,Unemployed,1,No
18,87331,631,Employed,0,Yes
34,77943,700,Unemployed,0,No
19,75560,792,Unemployed,0,No
31,51522,510,Unemployed,1,No
20,77124,752,Unemployed,1,No
28,24258,668,Employed,0,No
22,74889,725,Unemployed,0,No
23,48221,643,Unemployed,0,No
27,85808,676,Unemployed,1,No
22,27495,574,Student,0,No
30,59030,687,Unemployed,0,No
35,43029,621,Unemployed,0,No
26,37368,741,Student,1,No
32,69623,738,Unemployed,0,No
21,63415,649,Employed,0,Yes
27,53916,599,Unemployed,0,No
27,52601,723,Employed,1,No
25,31082,519,Employed,0,No
33,83392,560,Employed,0,No
28,22070,708,Unemployed,0,No
32,36581,699,Student,0,No
32,48000,582,Employed,0,No
31,38514,850,Employed,0,No
19,85984,750,Unemployed,0,No
23,32838,803,Employed,0,Yes
30,29898,664,Student,0,No
32,77035,747,Unemployed,0,No
29,37944,789,Employed,1,No
33,20128,726,Employed,1,No
29,30613,691,Unemployed,0,No
26,55935,662,Unemployed,0,No
23,20770,567,Employed,1,No
34,51986,786,Student,0,No
24,60590,826,Student,0,No
23,61446,757,Student,1,No
30,26190,621,Employed,0,No
26,21115,809,Employed,0,No
26,73488,850,Employed,1,No
29,59006,820,Unemployed,0,No
25,75569,777,Employed,0,Yes
19,29898,624,Employed,0,No
32,42612,536,Unemployed,1,No
21,51940,625,Student,1,No
19,33179,779,Student,0,No
22,20382,550,Unemployed,0,No
29,50939,588,Unemployed,0,No
20,70690,767,Unemployed,1,No
25,74438,504,Unemployed,0,No
33,52182,694,Employed,0,No
32,86883,803,Employed,1,No
33,76152,746,Unemployed,0,No
19,23032,681,Unemployed,0,No
26,33070,525,Student,0,No
32,34960,722,Unemployed,1,No
35,67865,514,Employed,1,No
21,43632,610,Student,0,No
34,68668,541,Unemployed,0,No
26,59837,685,Student,1,No
31,81946,572,Employed,1,No
29,64358,699,Unemployed,0,No
32,76070,755,Unemployed,0,No
32,78477,850,Unemployed,1,No
22,75791,623,Employed,1,No
30,33965,568,Employed,1,No
30,77752,778,Unemployed,0,No
29,67638,753,Unemployed,1,No
21,45637,778,Employed,1,No
27,26099,584,Employed,0,No
24,57839,841,Student,0,No
27,58944,700,Student,0,No
33,75608,604,Employed,0,No
18,58909,848,Unemployed,0,No
32,74538,549,Employed,1,No
23,33404,691,Unemployed,1,No
34,49722,557,Employed,1,No
35,75246,606,Student,1,No
33,23566,628,Student,1,No
30,70790,803,Employed,1,No
18,48370,693,Employed,0,Yes
18,23710,642,Employed,0,No
33,49863,705,Employed,0,No
20,65156,795,Unemployed,0,No
21,41976,747,Unemployed,1,No
28,49236,643,Unemployed,0,No
26,26537,693,Employed,0,No
21,30742,778,Student,0,No
22,87313,580,Student,1,No
21,87973,598,Unemployed,0,No
35,34970,728,Employed,1,No
19,82974,671,Employed,1,No
34,88241,835,Student,1,No
27,78824,819,Employed,0,Yes
28,41132,569,Unemployed,1,No
21,34467,642,Employed,1,No
28,74723,682,Employed,0,Yes
35,33370,504,Student,0,No
33,47690,823,Employed,1,No
31,51883,548,Student,0,No
21,42041,805,Student,1,No
29,78803,591,Employed,1,No
21,74860,805,Student,1,No
24,83963,787,Employed,0,Yes
20,47690,769,Employed,0,Yes
30,89520,585,Employed,0,No
21,47155,829,Unemployed,1,No
20,75839,752,Student,0,No
23,35062,699,Unemployed,0,No
31,35798,623,Unemployed,1,No
34,63178,637,Employed,0,No
19,60694,808,Unemployed,0,No
33,41409,807,Student,1,No
29,87618,670,Employed,0,Yes
28,75194,620,Employed,0,Yes
22,83154,642,Employed,0,Yes
22,39070,664,Student,0,No
32,55694,535,Employed,0,No
28,28751,822,Employed,1,No
33,75177,591,Unemployed,0,No
24,73191,519,Unemployed,1,No
25,54225,683,Student,0,No
24,52989,662,Unemployed,0,No
28,71067,611,Unemployed,0,No
18,81642,806,Student,1,No
19,76183,838,Student,1,No
35,80924,569,Employed,1,No
19,43047,555,Student,1,No
24,63073,833,Unemployed,1,No
30,86613,532,Unemployed,0,No
24,81665,598,Student,1,No
18,82681,569,Unemployed,1,No
25,58500,505,Employed,0,No
27,37380,833,Unemployed,0,No
26,32328,815,Employed,0,Yes
19,73974,844,Unemployed,0,No
25,76869,660,Student,0,No
21,33091,832,Student,1,No
26,42045,651,Employed,1,No
22,24039,580,Employed,1,No
25,68215,503,Employed,1,No
32,73916,679,Employed,0,No
21,87469,718,Employed,0,Yes
28,74595,640,Unemployed,1,No
21,60491,753,Student,0,No
35,28513,598,Student,0,No
28,60769,825,Unemployed,1,No
28,32234,850,Employed,0,Yes
34,43472,697,Unemployed,0,No
18,46166,662,Student,1,No
26,43755,795,Employed,0,Yes
19,42872,623,Student,1,No
30,76725,798,Employed,1,No
23,42004,791,Student,0,No
25,70295,547,Employed,1,No
20,28575,820,Employed,0,No
18,50211,656,Unemployed,1,No
22,58542,501,Student,1,No
23,87159,596,Student,1,No
24,46420,653,Employed,0,Yes
25,53731,606,Student,1,No
21,89050,695,Student,1,No
19,86549,722,Student,1,No
23,57260,627,Employed,0,Yes
30,37504,783,Student,1,No
18,78951,637,Unemployed,1,No
18,65533,583,Employed,1,No
26,82862,823,Unemployed,0,No
31,75305,645,Student,0,No
28,32599,740,Student,1,No
19,53897,734,Unemployed,0,No
18,24932,803,Employed,1,No
26,37874,781,Employed,1,No
24,56014,645,Employed,1,No
30,87678,722,Student,1,No
35,53844,733,Unemployed,1,No
21,79975,828,Unemployed,1,No
19,31141,633,Employed,1,No
20,30589,513,Unemployed,1,No
32,33451,672,Student,1,No
29,74897,721,Employed,1,No
18,64394,539,Employed,1,No
18,32572,696,Student,1,No
26,43684,604,Student,0,No
29,77008,794,Employed,1,No
18,56469,665,Unemployed,1,No
31,73546,795,Unemployed,1,No
28,60745,523,Unemployed,1,No
23,76968,536,Student,0,No
28,78419,563,Student,0,No
22,63311,528,Employed,0,No
35,62431,751,Student,0,No
30,59433,763,Unemployed,1,No
25,87803,831,Student,0,No
31,26785,843,Student,0,No
28,87128,679,Unemployed,0,No
20,22848,540,Unemployed,1,No
35,69462,807,Student,0,No
24,20201,650,Employed,1,No
22,84189,735,Student,1,No
33,26392,610,Student,1,No
31,39225,526,Unemployed,1,No
24,53256,655,Employed,1,No
24,53838,706,Employed,1,No
25,50491,553,Employed,0,No
22,45713,613,Student,1,No
31,31636,744,Employed,0,No
32,48814,563,Student,1,No
26,66835,736,Student,1,No
23,74195,569,Student,0,No
30,78261,775,Student,0,No
34,84013,753,Student,1,No
29,55732,850,Student,0,No
27,85855,671,Unemployed,1,No
24,78474,735,Student,0,No
25,82416,699,Student,1,No
35,82301,644,Unemployed,1,No
22,22952,745,Student,1,No
29,30553,657,Employed,1,No
29,46177,652,Unemployed,0,No
28,81759,606,Employed,0,Yes
19,27626,516,Employed,0,No
26,24390,709,Student,1,No
29,86353,576,Unemployed,1,No
26,65010,625,Employed,1,No
31,67901,625,Student,0,No
24,37056,710,Student,0,No
18,24825,633,Student,0,No
20,29193,530,Employed,0,No
27,67405,715,Unemployed,0,No
34,72311,660,Unemployed,0,No
35,33343,849,Student,0,No
32,56265,705,Student,0,No
27,60162,740,Student,1,No
20,86941,829,Employed,1,No
34,83813,842,Unemployed,1,No
32,73950,704,Employed,1,No
35,39301,814,Unemployed,1,No
22,68347,706,Student,1,No
18,89042,828,Employed,0,Yes
26,41505,619,Employed,0,Yes
18,43655,794,Employed,0,Yes
33,75418,646,Unemployed,1,No
26,83069,848,Unemployed,1,No
23,40390,534,Student,0,No
29,28812,610,Unemployed,1,No
30,24224,657,Student,1,No
32,51933,609,Employed,0,No
26,79478,756,Student,0,No
26,79664,653,Student,0,No
18,44638,667,Employed,1,No
27,33515,508,Employed,0,No
25,86132,746,Employed,0,Yes
29,30759,775,Employed,1,No
31,60644,754,Student,1,No
21,46710,546,Unemployed,1,No
20,86254,845,Unemployed,0,No
22,66575,763,Student,0,No
26,74841,662,Employed,0,Yes
29,47530,818,Employed,1,No
23,35588,750,Employed,1,No
28,27587,795,Employed,1,No
20,42388,783,Student,1,No
29,88003,556,Student,1,No
29,43306,610,Employed,0,Yes
21,48880,659,Employed,0,Yes
35,25380,528,Unemployed,0,No
26,70486,596,Student,0,No
23,60862,580,Unemployed,1,No
32,51740,526,Employed,0,No
23,28298,763,Student,0,No
33,45322,651,Unemployed,0,No
27,72635,545,Unemployed,0,No
20,63560,828,Student,1,No
24,27074,532,Student,0,No
19,44878,530,Student,1,No
18,78953,725,Employed,0,Yes
21,26219,815,Employed,1,No
29,59725,839,Student,1,No
32,73317,721,Unemployed,1,No
28,59790,561,Employed,0,No
21,38528,708,Employed,1,No
28,40014,528,Student,1,No
20,33497,511,Student,0,No
30,69877,815,Unemployed,0,No
19,89001,825,Unemployed,0,No
26,37563,563,Student,0,No
31,85989,564,Unemployed,0,No
33,66640,826,Student,0,No
30,69998,574,Unemployed,0,No
26,85086,793,Employed,0,Yes
18,21457,676,Employed,0,No
22,66097,752,Unemployed,0,No
35,79751,525,Employed,0,No
23,39106,515,Unemployed,1,No
26,64512,815,Student,0,No
26,45083,784,Student,0,No
22,65829,545,Student,1,No
23,25858,669,Employed,0,No
22,87634,704,Unemployed,1,No
19,57753,782,Unemployed,0,No
23,54360,506,Student,1,No
27,82535,634,Student,1,No
28,25460,796,Unemployed,1,No
20,85886,799,Employed,1,No
31,71398,632,Unemployed,0,No
21,70977,668,Employed,1,No
31,37634,612,Employed,1,No
34,86670,761,Student,1,No
29,75780,814,Employed,0,Yes
20,47001,699,Employed,0,Yes
31,36774,570,Employed,0,No
20,32804,599,Employed,1,No
18,56627,746,Employed,1,No
32,30438,795,Employed,0,No
24,86707,508,Unemployed,1,No
21,53600,766,Employed,1,No
25,42084,791,Student,1,No
20,35995,632,Student,0,No
29,50586,657,Student,0,No
35,51374,801,Student,0,No
31,82158,610,Employed,0,No
28,48975,564,Employed,1,No
33,21025,784,Student,1,No
34,74246,669,Student,0,No
23,68176,839,Employed,0,Yes
23,88883,584,Employed,0,No
21,89067,611,Unemployed,0,No
29,47481,521,Student,1,No
31,59062,848,Student,1,No
31,84908,757,Unemployed,1,No
26,62460,782,Unemployed,1,No
26,56795,794,Student,1,No
28,39209,540,Unemployed,1,No
24,30637,744,Student,1,No
28,40793,757,Employed,1,No
26,79946,641,Unemployed,0,No
27,89017,697,Employed,0,Yes
31,78164,665,Unemployed,0,No
33,75627,631,Student,0,No
26,73249,682,Student,0,No
29,77125,659,Unemployed,1,No
32,89387,806,Student,0,No
18,26530,789,Unemployed,1,No
34,44076,531,Unemployed,1,No
24,24933,543,Employed,1,No
33,40346,588,Student,0,No
22,88724,643,Employed,0,Yes
27,41940,745,Student,1,No
35,26398,790,Employed,1,No
31,26463,542,Employed,0,No
26,21062,604,Unemployed,1,No
35,20656,536,Student,0,No
32,51720,691,Employed,1,No
30,83697,553,Student,1,No
26,55725,713,Unemployed,1,No
25,40216,701,Unemployed,1,No
33,55038,706,Employed,0,No
33,37830,524,Employed,1,No
24,71784,653,Employed,0,Yes
21,40074,771,Student,1,No
32,40127,756,Student,0,No
23,31205,682,Student,0,No
35,52230,510,Employed,1,No
32,64588,663,Employed,0,No
20,40803,697,Unemployed,1,No
26,48513,810,Student,1,No
33,87108,636,Student,1,No
18,78433,787,Employed,0,Yes
33,65009,542,Employed,0,No
34,28476,733,Student,1,No
29,28981,578,Employed,1,No
27,32579,657,Employed,0,Yes
28,47001,844,Unemployed,1,No
26,43310,766,Employed,0,Yes
34,64085,839,Employed,1,No
26,77668,727,Student,1,No
30,61843,798,Unemployed,1,No
18,67401,666,Student,1,No
24,60097,613,Student,1,No
33,33349,672,Student,0,No
22,20350,798,Student,0,No
33,73073,623,Student,0,No
29,47591,684,Employed,1,No
32,36382,526,Employed,0,No
21,36130,670,Employed,1,No
32,79618,617,Student,1,No
25,29405,837,Student,1,No
22,42668,680,Student,1,No
34,64140,705,Student,0,No
25,64906,638,Employed,1,No
